id_origin,id_destinity,lat_origin,lon_origin,lat_destiniy,lon_destinity,cluster,origin,destinity,meters,secs,hours,kilometers,cost
72,92,38.3399926,-0.49263959999999996,38.238187100000005,-1.4199821000000001,1,"Carrer Italia, 30, 03003 Alacant, Alicante, Spain","Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain",110118,4327,1.3186111111111112,110.118,58.94
72,97,38.3399926,-0.49263959999999996,39.0025916,-1.8659428,1,"Carrer Italia, 30, 03003 Alacant, Alicante, Spain","Calle Granada, 68, 02005 Albacete, Spain",171613,6343,1.878611111111111,171.613,86.92
72,99,38.3399926,-0.49263959999999996,38.50940870000001,-1.691513,1,"Carrer Italia, 30, 03003 Alacant, Alicante, Spain","Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain",150412,5722,1.7061111111111111,150.412,77.85
86,86,38.2811434,-0.7054018999999999,38.2811434,-0.7054018999999999,1,"Partida Carrus, 1006, 03206, Alicante, Spain","Partida Carrus, 1006, 03206, Alicante, Spain",0,0,0.0,0.0,0.0
86,92,38.2811434,-0.7054018999999999,38.238187100000005,-1.4199821000000001,1,"Partida Carrus, 1006, 03206, Alicante, Spain","Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain",89002,3387,1.0575,89.002,47.41
86,97,38.2811434,-0.7054018999999999,39.0025916,-1.8659428,1,"Partida Carrus, 1006, 03206, Alicante, Spain","Calle Granada, 68, 02005 Albacete, Spain",166236,6006,1.785,166.236,83.23
86,99,38.2811434,-0.7054018999999999,38.50940870000001,-1.691513,1,"Partida Carrus, 1006, 03206, Alicante, Spain","Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain",129297,4782,1.445,129.297,66.32
92,92,38.238187100000005,-1.4199821000000001,38.238187100000005,-1.4199821000000001,1,"Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain","Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain",0,0,0.0,0.0,0.0
92,97,38.238187100000005,-1.4199821000000001,39.0025916,-1.8659428,1,"Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain","Calle Granada, 68, 02005 Albacete, Spain",109139,4208,1.2855555555555556,109.139,57.82
92,99,38.238187100000005,-1.4199821000000001,38.50940870000001,-1.691513,1,"Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain","Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain",42575,2005,0.6736111111111112,42.575,27.38
97,97,39.0025916,-1.8659428,39.0025916,-1.8659428,1,"Calle Granada, 68, 02005 Albacete, Spain","Calle Granada, 68, 02005 Albacete, Spain",0,0,0.0,0.0,0.0
97,99,39.0025916,-1.8659428,38.50940870000001,-1.691513,1,"Calle Granada, 68, 02005 Albacete, Spain","Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain",67002,2621,0.8447222222222223,67.002,37.05
99,99,38.50940870000001,-1.691513,38.50940870000001,-1.691513,1,"Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain","Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain",0,0,0.0,0.0,0.0
