id_origin,lat_origin,lon_origin,address_origin,id_destinity,lat_destinity,lon_destinity,address_destinity,meters,seconds
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",53,25.2866667,51.5333333,"7, Ali Bin Abdullah St, Doha, Qatar",98907.0,4395.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",54,25.2875,51.5377778,"Al Ahmed St, Doha, Qatar",99241.0,4445.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",55,25.2880556,51.5466667,"QNB Mathaf Building, Doha, Qatar",100033.0,4594.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",56,25.2908333,51.5283333,"Grand Mosque, Al Qasr St, Doha, Qatar",98867.0,4376.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",57,25.2919444,51.4244444,"العطورية، Ar Rayyan, Qatar",93833.0,4230.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",58,25.2925,51.5208333,"Majlis Al Taawon St, Doha, Qatar",99078.0,4293.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",59,25.2986111,51.0016667,"Unnamed Road, Qatar",92904.0,4255.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",60,25.3008333,51.3944444,"Al Ruwad St، Ar Rayyan, Qatar",102166.0,4186.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",61,25.3069444,51.5077778,"Unnamed Road, Doha, Qatar",100124.0,4576.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",62,25.3119444,51.0030556,"Unnamed Road, Qatar",94766.0,4610.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",63,25.3138889,50.8833333,"Unnamed Road, Ain Al Zaghain، Qatar",113307.0,5248.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",64,25.3152778,51.4386111,"PO Box 23874 Education City Doha, Qatar، Ar Rayyan, Qatar",99546.0,4516.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",65,25.3166667,50.7666667,"Unnamed Road, Qatar",81859.0,3883.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",66,25.3205556,51.4955556,"Abdul Aziz Bin Jasim St, Doha, Qatar",103932.0,4605.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",67,25.3225,51.5077778,"Al Wosail St, Doha, Qatar",102725.0,4783.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",68,25.3252778,51.47,"الرويس، Doha, Qatar",101376.0,4382.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",69,25.3266667,51.3502778,"Unnamed Road, Qatar",97302.0,4111.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",70,25.3375,51.425,"Tuwar Al Kharrara St، Ar Rayyan, Qatar",106151.0,4457.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",71,25.3391667,51.1733333,"Al Rayyan Municipality, Qatar",93411.0,4023.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",72,25.3405556,51.2936111,"Unnamed Road, Qatar",104121.0,4366.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",73,25.3419444,51.5075,"Ibn Salam St، Doha, Qatar",105380.0,4963.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",74,25.3588889,51.3336111,"Unnamed Road, Umm Al Afaei, Qatar",106400.0,4498.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",75,25.3636111,51.2811111,"Unnamed Road, Al Samriya, Qatar",112497.0,4909.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",76,25.3686111,51.2263889,"Street 825, Ash Shahaniyah, Qatar",98298.0,4361.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",77,25.3744444,51.4366667,"Al Jatlawiya St، Ar-Rayyan, Qatar",106299.0,4370.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",78,25.3777778,51.2947222,"Unnamed Road, Qatar",105869.0,4885.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",79,25.3969444,51.4225,"طريق الخريطيات الشمالي، Umm Salal Muhammed, Qatar",108589.0,4538.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",80,25.4,51.1833333,"Dukhan Hwy, Ash Shahaniyah, Qatar",106227.0,4751.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",81,25.4,51.425,"الإصلاح، Umm Salal Muhammed, Qatar",109359.0,4654.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",82,25.4047222,51.0730556,Al Nasraniya Road، Qatar,114259.0,5138.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",83,25.4169444,51.4038889,"Unnamed Road, Umm Salal Muhammed, Qatar",114461.0,4813.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",84,25.4169444,51.4577778,"Al Kheesa Terminus, Qatar",113248.0,4847.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",85,25.4194444,50.7936111,"Dukhan Hwy, Dukhan, Qatar",96099.0,4289.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",86,25.4297222,50.7858333,"Unnamed Road, دخان، Qatar",92700.0,4293.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",87,25.4333333,51.22,"Street 409، Ash Shahaniyah, Qatar",113317.0,4595.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",88,25.4408333,51.3780556,"Unnamed Road, Qatar",109392.0,4806.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",89,25.4444444,50.9583333,"Unnamed Road, العوينة، Qatar",109843.0,4840.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",90,25.4513889,50.925,"Unnamed Road, Qatar",106753.0,4767.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",91,25.4591667,51.3166667,"Unnamed Road, Qatar",109854.0,5070.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",92,25.4697222,51.3975,"Unnamed Road, Umm Şalāl 'Alī, Qatar",118957.0,4954.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",93,25.4780556,51.3625,"Unnamed Road, Qatar",122103.0,5328.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",94,25.4805556,50.9388889,"Unnamed Road, Khawzan, Qatar",109017.0,4807.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",95,25.4833333,51.3833333,"Unnamed Road, Qatar",120665.0,5091.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",96,25.4905556,51.3736111,"Unnamed Road, Umm Ebairiya, Qatar",119534.0,5012.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",97,25.4922222,51.4002778,"Al Majjman St، Umm Al Amad, Qatar",117305.0,4820.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",98,25.495,50.8466667,"Unnamed Road, Qatar",104645.0,5010.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",99,25.495,50.9652778,"Unnamed Road, Qatar",111739.0,5063.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",100,25.4975,51.4852778,"Al Daayen, Qatar",121477.0,4829.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",101,25.5008333,50.9805556,"Unnamed Road, Qatar",114273.0,5061.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",102,25.5105556,51.2422222,"Unnamed Road, Qatar",124306.0,5175.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",103,25.5319444,51.3044444,"Unnamed Road, Qatar",118373.0,4809.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",104,25.5333333,50.9772222,"Unnamed Road, Qatar",120107.0,5404.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",105,25.5388889,51.4083333,"Unnamed Road, Qatar",122616.0,5081.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",106,25.5458333,51.3875,"Unnamed Road, Rawdat al `Ajuz, Qatar",124214.0,5272.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",107,25.5497222,51.4319444,Street 242، Qatar,124206.0,5110.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",108,25.55,51.4333333,Wadi Leawaira St، Qatar,124317.0,5094.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",109,25.5602778,51.1586111,"Unnamed Road, Qatar",129449.0,5338.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",110,25.5669444,51.4847222,"Unnamed Road, Sumaysimah, Qatar",131948.0,5443.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",111,25.5675,50.9588889,"Al Rayyan Municipality, Qatar",120107.0,5404.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",112,25.5747222,51.4863889,"Simaisma Mosque, Sumaysimah, Qatar",131201.0,5310.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",113,25.5855556,51.1513889,"Unnamed Road, Qatar",134729.0,5855.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",114,25.6094444,51.0922222,"Al Jemailiyah Hospital, Al Jamliyah, Qatar",140341.0,5783.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",115,25.6102778,51.4752778,"Unnamed Road, Tinbak, Qatar",137000.0,5508.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",116,25.6225,51.4544444,"Unnamed Road, Qatar",139183.0,5679.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",117,25.6458333,51.45,"Unnamed Road, Qatar",136094.0,5399.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",118,25.65,51.3722222,"Unnamed Road, Ash Shafallahiyah, Qatar",135845.0,5507.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",119,25.6669444,51.1744444,"Unnamed Road, Al Gaeyya، Qatar",153089.0,6438.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",120,25.6838889,51.5058333,"Unnamed Road, الخور، Qatar",142266.0,5877.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",121,25.6863889,51.4688889,"Unnamed Road, Qatar",141416.0,5774.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",122,25.6961111,51.2608333,"Unnamed Road, Qatar",142798.0,7147.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",123,25.7008333,51.5847222,"Unnamed Road, Qatar",161332.0,6829.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",124,25.7083333,51.5916667,"Unnamed Road, Qatar",162051.0,6912.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",125,25.7166667,51.05,"Unnamed Road, Abu Sidrah, Qatar",144947.0,6940.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",126,25.7175,51.0577778,"بو سدرة . لجملية، Abu Sidrah, Qatar",144912.0,6934.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",127,25.7230556,51.0041667,"Unnamed Road, Qatar",145039.0,6862.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",128,25.7347222,51.5475,"Street 915، Al Dhakira, Qatar",156016.0,6393.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",129,25.7511111,51.4491667,"Unnamed Road, Qatar",151497.0,6101.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",130,25.7519444,50.9208333,"Unnamed Road, Qatar",153689.0,9030.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",131,25.7583333,51.3958333,"Unnamed Road, Qatar",145458.0,6150.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",132,25.7652778,51.0197222,"Unnamed Road, Qatar",151991.0,7469.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",133,25.7722222,51.4833333,"Unnamed Road, Qatar",165639.0,6630.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",134,25.7758333,51.0230556,"Unnamed Road, Qatar",152111.0,7487.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",135,25.7791667,51.4497222,"Unnamed Road, Qatar",151982.0,6361.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",136,25.7933333,51.4094444,"Unnamed Road, Simsimah, Qatar",152814.0,6263.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",137,25.8083333,51.0605556,"Unnamed Road, Qatar",187317.0,10011.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",138,25.8166667,51.1333333,"Al Khor, Qatar",178454.0,8316.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",139,25.8236111,51.1525,"Al Khor, Qatar",178983.0,8214.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",140,25.8266667,51.0438889,"Unnamed Road, Qatar",186684.0,9898.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",141,25.8297222,51.2452778,"Al Ghuwairiyah Coop, Al Ghuwayriyah, Qatar",163229.0,6585.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",142,25.8333333,51.0722222,"Unnamed Road, Qatar",184589.0,9575.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",143,25.8391667,51.4652778,"Al Khor, Qatar",168857.0,7466.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",144,25.8477778,51.2058333,"Unnamed Road, Qatar",168664.0,6779.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",145,25.85,51.0333333,"Unnamed Road, Qatar",165840.0,9531.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",146,25.8566667,51.0833333,"Unnamed Road, Qatar",186346.0,7667.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",147,25.8575,51.2988889,"Unnamed Road, Qatar",159227.0,6377.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",148,25.8575,51.4413889,"Unnamed Road, Qatar",164933.0,7073.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",149,25.8666667,51.0666667,"Unnamed Road, Al Nu`man, Qatar",185660.0,7588.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",150,25.8677778,51.2055556,"Unnamed Road, Qatar",168271.0,6694.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",151,25.8719444,51.3547222,"Street 715، Madinat al Ka ban, Qatar",158154.0,6244.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",152,25.8725,51.2583333,"Unnamed Road, Qatar",165797.0,6677.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",153,25.8808333,51.2213889,"Levels 10, West Tower Bahrain Financial Harbour, King Faisal Highway Manama, Bahrain، Qatar",168236.0,6732.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",154,25.8830556,51.1852778,"Unnamed Road, Qatar",170862.0,6907.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",155,25.8880556,51.3863889,Unnamed Road، Qatar,164241.0,6557.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",157,25.9041667,51.2016667,"Unnamed Road, Qatar",171974.0,6911.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",158,25.9283333,51.3375,"Unnamed Road, Al Khisa, Qatar",169200.0,6679.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",159,25.9375,51.3133333,"Unnamed Road, Qatar",174662.0,7696.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",160,25.9447222,51.4563889,"Unnamed Ro Ad-, الظاهرة،, الظاهرة، Qatar",171607.0,6770.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",161,25.95,51.0666667,"Unnamed Road, Lisha, Qatar",185889.0,7408.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",162,25.9516667,51.3497222,"Unnamed Road, Qatar",166497.0,6501.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",163,25.9577778,51.0752778,"Unnamed Road, Lisha, Qatar",185595.0,7363.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",164,25.9583333,51.0994444,"Unnamed Road, Musaykah, Qatar",183142.0,7256.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",165,25.9666667,51.2833333,"Unnamed Road, Qatar",175575.0,7375.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",166,25.9833333,51.4,"Unnamed Road, Qatar",177109.0,7301.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",167,25.9836111,51.3280556,"Unnamed Road, Qatar",170457.0,6680.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",168,26.0002778,51.2944444,"Unnamed Road, Qatar",173698.0,7027.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",169,26.0086111,51.0836111,"Madinat ash Shamal, Qatar",192764.0,7708.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",170,26.0166667,51.3333333,"Al Shamal Rd, Qatar",173410.0,6698.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",171,26.0216667,51.3669444,Fuwairit Rd، Qatar,175299.0,6765.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",172,26.0333333,51.1166667,"Unnamed Road, Qatar",208549.0,8585.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",173,26.0333333,51.1666667,"Unnamed Road, Qatar",190639.0,8664.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",174,26.0336111,51.1638889,"Unnamed Road, Qatar",190951.0,8709.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",175,26.0336111,51.2002778,Desert Road، Qatar,189290.0,8419.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",176,26.0488889,51.0569444,"Madinat ash Shamal, Qatar",199437.0,8165.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",177,26.05,51.25,"Madinat ash Shamal, Qatar",187906.0,7930.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",178,26.0502778,51.2975,"Unnamed Road, Qatar",181038.0,7027.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",179,26.0505556,51.1358333,"Unnamed Road, Qatar",208829.0,8773.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",180,26.055,51.3161111,"Unnamed Road, Qatar",180822.0,7021.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",181,26.0672222,51.2586111,"Unnamed Road, Qatar",187716.0,7884.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",182,26.0747222,51.0836111,"Unnamed Road, Qatar",201044.0,8242.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",183,26.0766667,51.1669444,"Unnamed Road, Qatar",201052.0,7994.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",184,26.0772222,51.2222222,"Unnamed Road, Qatar",200232.0,8439.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",185,26.0780556,51.3616667,"Unnamed Road, Al Ghārīyah, Qatar",182577.0,7231.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",186,26.0836111,51.1472222,"Unnamed Road, Qatar",200243.0,7865.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",187,26.0997222,51.1611111,"Unnamed Road, Qatar",197761.0,7745.0
1,24.7483333,50.84,"Unnamed Road, As Salwa, Qatar",188,26.1080556,51.2447222,"Madinat Al Shamal - Al Gharya Rd, Qatar",188140.0,7277.0
